hypothesis,variant_id,exit,n_signals,setting,n,days,mean,median,win,ci_lo,ci_hi,mean_no_top3,sol_weighted,via_pool_share
H01,"H01|V=10;N=25;T=300|XR",XR,1589,KILL,1578,7,0.025140529698497713,-0.2546245758917467,0.27566539923954375,-0.025354151493767407,0.06342486039769678,0.012314676516192386,0.025151153831776255,0.012040557667934094
H01,"H01|V=10;N=25;T=300|XR",XR,1589,PRIMARY,1351,7,-0.08567483685301282,-0.32759803649719194,0.21687638786084382,-0.12772924597669547,-0.0455493515719908,-0.10107292997935609,-0.0800474055245837,0.008882309400444115
H01,"H01|V=10;N=25;T=300|XR",XR,1589,NOINS,1351,7,-0.08715472488743455,-0.32902446128671653,0.21687638786084382,-0.12927104647832335,-0.04696013443160461,-0.10255611145042413,-0.08149896337335863,0.008882309400444115
H01,"H01|V=10;N=25;T=300|XR",XR,1589,L10,1195,7,-0.07990781571348796,-0.24446633041441196,0.1682008368200837,-0.1202175298550232,-0.04013126397648319,-0.10349482066178606,-0.0797570617246412,0.0100418410041841
H01,"H01|V=10;N=25;T=300|XG",XG,1589,KILL,1578,7,-0.049505764454842664,-0.3190006566837471,0.08111533586818757,-0.09239932940711999,0.0019383328051299133,-0.06228068927225774,-0.049537530747740026,0.005703422053231939
H01,"H01|V=10;N=25;T=300|XG",XG,1589,PRIMARY,1351,7,-0.12539156371970095,-0.3553361707609271,0.07994078460399703,-0.1833653225483964,-0.05664666520387285,-0.14189343389426684,-0.12220579507122988,0.008142116950407105
H01,"H01|V=10;N=25;T=300|XG",XG,1589,NOINS,1351,7,-0.1263506970161574,-0.3563871226647162,0.07994078460399703,-0.18432068789039815,-0.05791486996491514,-0.14285411941683465,-0.12313369850669309,0.008142116950407105
H01,"H01|V=10;N=25;T=300|XG",XG,1589,L10,1195,7,-0.10760909133133255,-0.3058621034038542,0.07447698744769875,-0.164991268551537,-0.050348152848440374,-0.13341569800462466,-0.1104158299973179,0.011715481171548118
H01,"H01|V=10;N=60;T=60|XT60",XT60,5081,KILL,5017,7,-0.07883956826607867,-0.35617362320282575,0.328483157265298,-0.10294071492448208,-0.052536430860729136,-0.08262080902026493,-0.07884234080096271,0.004783735299980068
H01,"H01|V=10;N=60;T=60|XT60",XT60,5081,PRIMARY,4246,7,-0.12607722170534888,-0.32000290750019234,0.29086198775317945,-0.13946746783731903,-0.1124420007409999,-0.1306168802413073,-0.1281133678749615,0.0018841262364578427
H01,"H01|V=10;N=60;T=60|XT60",XT60,5081,NOINS,4246,7,-0.12764916719826172,-0.32133431053235006,0.2896844088553933,-0.14104997634350044,-0.11400715102073596,-0.1321899371711042,-0.12967357439843163,0.0018841262364578427
H01,"H01|V=10;N=60;T=60|XT60",XT60,5081,L10,3831,7,-0.11039553829304043,-0.18402363622143333,0.2542417123466458,-0.12248474430409581,-0.0995353624979746,-0.11452977330109333,-0.11569497137555096,0.0023492560689115116
H01,"H01|V=10;N=60;T=60|XT300",XT300,5081,KILL,5017,7,-0.1777912091918412,-0.475825570867121,0.1807853298784134,-0.19138601403133812,-0.16551133686155756,-0.1819984227979115,-0.17780038314759292,0.015746462029101058
H01,"H01|V=10;N=60;T=60|XT300",XT300,5081,PRIMARY,4246,7,-0.2141638219307102,-0.4618044741548113,0.15944418276024494,-0.2241758993336188,-0.20209209080299023,-0.2200921734232165,-0.2171585889691972,0.008478568064060292
H01,"H01|V=10;N=60;T=60|XT300",XT300,5081,NOINS,4246,7,-0.2151059425928582,-0.46272076925003425,0.15897315120113048,-0.22511072204429072,-0.20303768878546724,-0.22103496019034546,-0.2180673097238657,0.008478568064060292
H01,"H01|V=10;N=60;T=60|XT300",XT300,5081,L10,3831,7,-0.17305322444556775,-0.3594148472476031,0.1482641607935265,-0.18712891125927442,-0.15382068226960613,-0.1789796327360586,-0.18584363247952151,0.006786739754633255
H01,"H01|V=10;N=60;T=60|XT1800",XT1800,5081,KILL,5017,7,-0.25384701342867905,-0.4893592358589125,0.08989435917879211,-0.28669023637102564,-0.22644661493854665,-0.2581320192693565,-0.25385122895787005,0.032290213274865455
